session,species,size_bin,SVC_prey_abundance,prey_abundance,size_bin_lengths
237,pallid goby,1,0,6,3.634207
237,pallid goby,2,0,1,7.528017
237,princess parrotfish,2,0,1,7.528017
237,princess parrotfish,3,0,5,12.9106
237,princess parrotfish,4,0,4,17.94324
237,princess parrotfish,6,0,2,47.85287
237,redband parrotfish,1,0,15,3.634207
237,redband parrotfish,4,0,4,17.94324
237,redband parrotfish,5,0,1,24.92811
237,roughhead blenny,1,0,13,3.634207
237,schoolmaster snapper,5,0,1,24.92811
237,sharpnose puffer,1,0,7,3.634207
237,sharpnose puffer,2,0,1,7.528017
237,slender filefish,1,0,1,3.634207
237,spanish hogfish,2,0,1,7.528017
237,spotfin butterflyfish,2,0,2,7.528017
237,spotfin butterflyfish,3,0,1,12.9106
237,spotfin butterflyfish,4,0,1,17.94324
237,stoplight parrotfish,2,0,1,7.528017
237,striped parrotfish,1,0,4,3.634207
237,trumpetfish,6,0,1,47.85287
237,white grunt,3,0,1,12.9106
237,white grunt,4,0,5,17.94324
237,yellowhead wrasse,1,0,8,3.634207
237,yellowhead wrasse,2,0,8,7.528017
237,yellowhead wrasse,3,0,6,12.9106
237,yellowtail snapper,5,0,4,24.92811
238,clown wrasse,2,3,2,7.528017
238,sharpnose puffer,1,3,0,3.634207
238,doctorfish,2,3,0,7.528017
238,striped parrotfish,1,1,0,3.634207
238,bicolor damselfish,1,31,22,3.634207
238,white grunt,3,6,1,12.9106
238,blue chromis,1,38,0,3.634207
238,slippery dick,3,1,0,12.9106
238,redband parrotfish,3,1,0,12.9106
238,harlequin bass,1,1,1,3.634207
238,striped parrotfish,2,3,2,7.528017
238,blue chromis,2,1,0,7.528017
238,bicolor damselfish,2,0,1,7.528017
238,bluehead wrasse,1,0,42,3.634207
238,bluehead wrasse,2,0,49,7.528017
238,bluelip parrotfish,1,0,2,3.634207
238,bluelip parrotfish,2,0,3,7.528017
238,bridled goby,1,0,5,3.634207
238,bridled goby,2,0,1,7.528017
238,goldspot goby,1,0,5,3.634207
238,harlequin bass,2,0,1,7.528017
238,ocean surgeonfish,3,0,1,12.9106
238,redband parrotfish,1,0,12,3.634207
238,redband parrotfish,2,0,2,7.528017
238,slippery dick,2,0,1,7.528017
238,striped parrotfish,3,0,1,12.9106
238,white grunt,5,0,1,24.92811
238,yellowhead wrasse,1,0,16,3.634207
238,yellowhead wrasse,2,0,12,7.528017
238,yellowhead wrasse,3,0,2,12.9106
240,reef butterflyfish,1,1,0,3.634207
240,harlequin bass,1,2,2,3.634207
240,redband parrotfish,2,3,4,7.528017
240,bar jack,3,1,0,12.9106
240,french grunt,2,4,0,7.528017
240,striped parrotfish,1,4.5,6,3.634207
240,bicolor damselfish,1,27,30,3.634207
240,blue chromis,1,22,1,3.634207
240,rock beauty,2,1,0,7.528017
240,ocean surgeonfish,2,1,0,7.528017
240,yellowhead wrasse,1,1,5,3.634207
240,barred hamlet,2,1,0,7.528017
240,doctorfish,2,1,0,7.528017
240,gray angelfish,4,1,0,17.94324
240,bar jack,4,1,0,17.94324
240,striped parrotfish,2,1.5,2,7.528017
240,reef butterflyfish,2,1,0,7.528017
240,bar jack,5,1,0,24.92811
240,beaugregory,1,0,1,3.634207
240,bicolor damselfish,2,0,7,7.528017
240,blue chromis,2,0,5,7.528017
240,bluehead wrasse,1,0,18,3.634207
240,bluehead wrasse,2,0,55,7.528017
240,bridled goby,1,0,2,3.634207
240,bridled goby,2,0,3,7.528017
240,butter hamlet,2,0,1,7.528017
240,butter hamlet,3,0,1,12.9106
240,creole wrasse,2,0,6,7.528017
240,foureye butterflyfish,2,0,3,7.528017
240,french grunt,3,0,1,12.9106
240,goldspot goby,1,0,5,3.634207
240,graysby,2,0,1,7.528017
240,greenblotch parrotfish,1,0,3,3.634207
240,harlequin bass,2,0,2,7.528017
240,masked goby,1,0,254,3.634207
240,pallid goby,1,0,8,3.634207
240,redband parrotfish,1,0,2,3.634207
240,redband parrotfish,5,0,1,24.92811
240,sharpnose puffer,1,0,6,3.634207
240,stoplight parrotfish,1,0,1,3.634207
240,yellowhead wrasse,2,0,13,7.528017
240,yellowhead wrasse,3,0,1,12.9106
242,squirrelfish,3,1,0,12.9106
242,hogfish,4,1,0,17.94324
242,blue tang,2,1,0,7.528017
242,reef butterflyfish,1,1,0,3.634207
242,queen angelfish,4,1,0,17.94324
242,spotfin butterflyfish,2,2,0,7.528017
242,redband parrotfish,2,1,10,7.528017
242,spotted goatfish,3,2,0,12.9106
242,striped parrotfish,3,3,0,12.9106
242,blue chromis,1,5,0,3.634207
242,bluehead wrasse,1,17,68,3.634207
242,bicolor damselfish,1,48,56,3.634207
242,brown chromis,1,1.5,0,3.634207
242,creole wrasse,1,36,1,3.634207
242,stoplight parrotfish,1,1,0,3.634207
242,spanish hogfish,3,1,0,12.9106
242,sharpnose puffer,1,1,16,3.634207
242,graysby,2,1,2,7.528017
242,porkfish,3,1,0,12.9106
242,blue hamlet,2,1,0,7.528017
242,brown chromis,2,4.5,3,7.528017
242,squirrelfish,4,1,0,17.94324
242,hogfish,5,1,3,24.92811
242,blue tang,3,1,0,12.9106
242,reef butterflyfish,2,1,0,7.528017
242,queen angelfish,5,1,1,24.92811
242,redband parrotfish,3,1,7,12.9106
242,beaugregory,1,0,1,3.634207
242,beaugregory,2,0,4,7.528017
242,bicolor damselfish,2,0,24,7.528017
242,blue chromis,2,0,1,7.528017
242,blue chromis,3,0,1,12.9106
242,blue hamlet,4,0,1,17.94324
242,bluehead wrasse,2,0,76,7.528017
242,bluelip parrotfish,1,0,12,3.634207
242,bridled goby,1,0,33,3.634207
242,bridled goby,2,0,2,7.528017
242,brown chromis,3,0,1,12.9106
242,butter hamlet,2,0,4,7.528017
242,colon goby,1,0,5,3.634207
242,doctorfish,4,0,6,17.94324
242,doctorfish,5,0,2,24.92811
242,foureye butterflyfish,2,0,2,7.528017
242,goldspot goby,1,0,47,3.634207
242,gray angelfish,5,0,1,24.92811
242,graysby,3,0,1,12.9106
242,graysby,4,0,1,17.94324
242,graysby,5,0,1,24.92811
242,harlequin bass,1,0,4,3.634207
242,harlequin bass,2,0,2,7.528017
242,lionfish,2,0,1,7.528017
242,masked goby,1,0,452,3.634207
242,ocean surgeonfish,4,0,3,17.94324
242,pallid goby,1,0,48,3.634207
242,pallid goby,2,0,2,7.528017
242,porkfish,4,0,1,17.94324
242,princess parrotfish,2,0,2,7.528017
242,princess parrotfish,5,0,2,24.92811
242,redband parrotfish,1,0,20,3.634207
242,redband parrotfish,4,0,2,17.94324
242,redband parrotfish,5,0,2,24.92811
242,roughhead blenny,1,0,13,3.634207
242,sharpnose puffer,2,0,1,7.528017
242,spanish hogfish,2,0,1,7.528017
242,spotted goatfish,4,0,1,17.94324
242,squirrelfish,5,0,3,24.92811
242,striped parrotfish,1,0,6,3.634207
242,striped parrotfish,2,0,12,7.528017
242,striped parrotfish,4,0,2,17.94324
242,sunshinefish,2,0,1,7.528017
242,tobaccofish,2,0,2,7.528017
242,white grunt,2,0,1,7.528017
242,white grunt,4,0,2,17.94324
242,white grunt,5,0,2,24.92811
242,yellowhead wrasse,1,0,44,3.634207
242,yellowhead wrasse,2,0,12,7.528017
242,yellowhead wrasse,3,0,7,12.9106
243,reef butterflyfish,1,1,0,3.634207
243,banded butterflyfish,1,2,0,3.634207
243,porkfish,2,1,0,7.528017
243,blue angelfish,2,1,0,7.528017
243,yellowhead wrasse,1,2,17,3.634207
243,doctorfish,2,3,0,7.528017
243,blue tang,2,3,0,7.528017
243,bluehead wrasse,1,19.5,11,3.634207
243,ocean surgeonfish,2,2.25,0,7.528017
243,bar jack,4,1,0,17.94324
243,striped parrotfish,1,7,3,3.634207
243,tomtate,2,32,0,7.528017
243,bar jack,5,4,0,24.92811
243,graysby,2,1,0,7.528017
243,redband parrotfish,3,1,0,12.9106
243,rock beauty,2,1,0,7.528017
243,trumpetfish,5,1,0,24.92811
243,hogfish,4,1,0,17.94324
243,blue tang,3,9,0,12.9106
243,ocean surgeonfish,3,6.75,0,12.9106
243,bluehead wrasse,2,6.5,27,7.528017
243,reef butterflyfish,2,1,0,7.528017
243,porkfish,3,1,0,12.9106
243,blue angelfish,3,1,0,12.9106
243,doctorfish,3,1,0,12.9106
243,balloonfish,3,0,2,12.9106
243,balloonfish,4,0,1,17.94324
243,banded butterflyfish,2,0,2,7.528017
243,bicolor damselfish,1,0,36,3.634207
243,bicolor damselfish,2,0,23,7.528017
243,bluelip parrotfish,1,0,1,3.634207
243,doctorfish,4,0,1,17.94324
243,doctorfish,5,0,2,24.92811
243,foureye butterflyfish,2,0,4,7.528017
243,goldspot goby,1,0,4,3.634207
243,gray angelfish,5,0,1,24.92811
243,greenblotch parrotfish,1,0,22,3.634207
243,greenblotch parrotfish,2,0,16,7.528017
243,greenblotch parrotfish,4,0,1,17.94324
243,porkfish,5,0,1,24.92811
243,redband parrotfish,1,0,14,3.634207
243,redband parrotfish,2,0,10,7.528017
243,roughhead blenny,1,0,4,3.634207
243,scorpionfish sp.,5,0,1,24.92811
243,sharpnose puffer,1,0,4,3.634207
243,smooth trunkfish,2,0,1,7.528017
243,striped parrotfish,2,0,1,7.528017
243,yellowhead wrasse,2,0,12,7.528017
244,brown chromis,2,2,0,7.528017
244,yellowhead wrasse,1,1,9,3.634207
244,squirrelfish,4,1,0,17.94324
244,doctorfish,2,3,0,7.528017
244,white grunt,2,1,0,7.528017
244,striped parrotfish,1,1,5,3.634207
244,sharpnose puffer,1,3,19,3.634207
244,bluehead wrasse,1,4.5,21,3.634207
244,bicolor damselfish,1,76,69,3.634207
244,yellowtail damselfish,1,1,0,3.634207
244,yellowtail damselfish,2,4,0,7.528017
244,blue tang,2,1,0,7.528017
244,rock beauty,2,2,0,7.528017
244,spanish hogfish,2,1,1,7.528017
244,graysby,3,1,1,12.9106
244,white grunt,3,2,13,12.9106
244,striped parrotfish,2,2,15,7.528017
244,bluehead wrasse,2,13.5,73,7.528017
244,yellowhead wrasse,2,1,17,7.528017
244,squirrelfish,5,1,1,24.92811
244,beaugregory,2,0,2,7.528017
244,bicolor damselfish,2,0,34,7.528017
244,blue chromis,1,0,2,3.634207
244,blue chromis,2,0,11,7.528017
244,blue parrotfish,5,0,1,24.92811
244,blue parrotfish,6,0,1,47.85287
244,blue tang,3,0,3,12.9106
244,blue tang,4,0,3,17.94324
244,bluelip parrotfish,2,0,1,7.528017
244,bridled goby,1,0,30,3.634207
244,bridled goby,2,0,3,7.528017
244,butter hamlet,2,0,4,7.528017
244,colon goby,1,0,5,3.634207
244,colon goby,2,0,1,7.528017
244,creole wrasse,2,0,15,7.528017
244,doctorfish,4,0,1,17.94324
244,doctorfish,5,0,1,24.92811
244,foureye butterflyfish,2,0,4,7.528017
244,goldspot goby,1,0,38,3.634207
244,goldspot goby,2,0,2,7.528017
244,harlequin bass,1,0,2,3.634207
244,harlequin bass,2,0,7,7.528017
244,hogfish,5,0,2,24.92811
244,lantern bass,1,0,1,3.634207
244,masked goby,1,0,232,3.634207
244,ocean surgeonfish,4,0,4,17.94324
244,pallid goby,1,0,29,3.634207
244,pallid goby,2,0,6,7.528017
244,queen angelfish,5,0,1,24.92811
244,redband parrotfish,1,0,13,3.634207
244,redband parrotfish,2,0,18,7.528017
244,redband parrotfish,3,0,2,12.9106
244,redband parrotfish,4,0,2,17.94324
244,redband parrotfish,5,0,2,24.92811
244,reef butterflyfish,2,0,2,7.528017
244,roughhead blenny,1,0,3,3.634207
244,sharpnose puffer,2,0,5,7.528017
244,spotfin butterflyfish,3,0,2,12.9106
244,spotted goatfish,4,0,1,17.94324
244,stoplight parrotfish,4,0,1,17.94324
244,stoplight parrotfish,5,0,3,24.92811
244,stoplight parrotfish,6,0,1,47.85287
244,striped parrotfish,3,0,1,12.9106
244,striped parrotfish,4,0,1,17.94324
244,white grunt,4,0,3,17.94324
244,white grunt,5,0,3,24.92811
244,yellowhead wrasse,3,0,1,12.9106
244,yellowtail snapper,2,0,1,7.528017
245,foureye butterflyfish,1,1,0,3.634207
245,princess parrotfish,4,1,1,17.94324
245,spotfin butterflyfish,1,2,0,3.634207
245,yellowhead wrasse,2,3,7,7.528017
245,blue chromis,1,2,0,3.634207
245,doctorfish,1,1,0,3.634207
245,bicolor damselfish,1,16,57,3.634207
245,striped parrotfish,2,1,1,7.528017
245,bluehead wrasse,1,102,71,3.634207
245,striped parrotfish,3,8,2,12.9106
245,graysby,2,1,0,7.528017
245,smooth trunkfish,3,1,0,12.9106
245,spotted goatfish,3,1,0,12.9106
245,redband parrotfish,3,1,2,12.9106
245,barracuda,6,1,1,47.85287
245,butter hamlet,2,1,1,7.528017
245,queen angelfish,5,1,0,24.92811
245,yellowtail snapper,2,1,0,7.528017
245,spanish hogfish,2,1,0,7.528017
245,doctorfish,2,3,0,7.528017
245,bluehead wrasse,2,34,103,7.528017
245,foureye butterflyfish,2,1,3,7.528017
245,princess parrotfish,5,1,2,24.92811
245,blue chromis,2,1,5,7.528017
245,banded butterflyfish,2,0,1,7.528017
245,beaugregory,1,0,1,3.634207
245,beaugregory,2,0,1,7.528017
245,bicolor damselfish,2,0,21,7.528017
245,blue tang,3,0,1,12.9106
245,bluelip parrotfish,2,0,2,7.528017
245,bridled goby,1,0,13,3.634207
245,bridled goby,2,0,1,7.528017
245,colon goby,1,0,7,3.634207
245,french grunt,4,0,1,17.94324
245,goldspot goby,1,0,21,3.634207
245,graysby,3,0,1,12.9106
245,greenblotch parrotfish,1,0,6,3.634207
245,harlequin bass,1,0,2,3.634207
245,harlequin bass,2,0,9,7.528017
245,masked goby,1,0,16,3.634207
245,neon goby,1,0,3,3.634207
245,ocean surgeonfish,2,0,1,7.528017
245,ocean surgeonfish,3,0,4,12.9106
245,pallid goby,1,0,1,3.634207
245,princess parrotfish,2,0,2,7.528017
245,princess parrotfish,3,0,1,12.9106
245,princess parrotfish,6,0,2,47.85287
245,queen angelfish,6,0,1,47.85287
245,redband parrotfish,1,0,11,3.634207
245,redband parrotfish,2,0,3,7.528017
245,redband parrotfish,4,0,2,17.94324
245,redband parrotfish,5,0,4,24.92811
245,reef butterflyfish,2,0,1,7.528017
245,rock beauty,2,0,2,7.528017
245,roughhead blenny,1,0,23,3.634207
245,seaweed blenny,2,0,1,7.528017
245,sharpnose puffer,1,0,6,3.634207
245,spotted goatfish,4,0,1,17.94324
245,stoplight parrotfish,5,0,1,24.92811
245,striped parrotfish,1,0,1,3.634207
245,white grunt,3,0,1,12.9106
245,wrasse blenny,2,0,1,7.528017
245,yellowhead wrasse,1,0,9,3.634207
245,yellowhead wrasse,3,0,4,12.9106
245,yellowhead wrasse,4,0,1,17.94324
245,yellowtail snapper,4,0,2,17.94324
245,yellowtail snapper,5,0,1,24.92811
246,gray angelfish,4,2,0,17.94324
246,blue tang,1,1,0,3.634207
246,hogfish,2,1,0,7.528017
246,bar jack,2,1,0,7.528017
246,sergeant major,1,7.5,7,3.634207
246,bluestriped grunt,2,1,4,7.528017
246,lane snapper,2,2.25,3,7.528017
246,yellowtail snapper,2,1,13,7.528017
246,stoplight parrotfish,1,1,5,3.634207
246,smallmouth grunt,2,1.75,26,7.528017
246,white grunt,2,2.5,41,7.528017
246,bluehead wrasse,1,1,26,3.634207
246,striped parrotfish,1,14,10,3.634207
246,gray snapper,3,1,0,12.9106
246,hogfish,3,0.25,0,12.9106
246,bar jack,3,31.25,1,12.9106
246,bluestriped grunt,3,6,4,12.9106
246,yellowtail snapper,3,11,0,12.9106
246,stoplight parrotfish,2,2,9,7.528017
246,bluehead wrasse,2,13,8,7.528017
246,gray snapper,4,1.5,8,17.94324
246,rainbow parrotfish,6,1,0,47.85287
246,tomtate,2,1,40,7.528017
246,rock beauty,1,1,0,3.634207
246,blue tang,2,2,2,7.528017
246,hogfish,5,2.75,5,24.92811
246,sergeant major,2,22.5,15,7.528017
246,bluestriped grunt,4,14,42,17.94324
246,lane snapper,3,6.75,0,12.9106
246,stoplight parrotfish,3,6,0,12.9106
246,smallmouth grunt,3,5.25,0,12.9106
246,white grunt,3,7.5,1,12.9106
246,gray snapper,5,7.5,7,24.92811
246,bar jack,4,10.75,6,17.94324
246,bluestriped grunt,5,7,14,24.92811
246,stoplight parrotfish,4,2,0,17.94324
246,blue tang,3,1,2,12.9106
246,hogfish,6,1,3,47.85287
246,stoplight parrotfish,5,1,1,24.92811
246,beaugregory,1,0,1,3.634207
246,doctorfish,2,0,1,7.528017
246,dusky damselfish,1,0,2,3.634207
246,gray angelfish,5,0,1,24.92811
246,hogfish,4,0,1,17.94324
246,neon goby,1,0,2,3.634207
246,porkfish,1,0,15,3.634207
246,porkfish,4,0,1,17.94324
246,puddingwife,2,0,1,7.528017
246,redband parrotfish,1,0,2,3.634207
246,redband parrotfish,2,0,9,7.528017
246,redband parrotfish,4,0,1,17.94324
246,redband parrotfish,5,0,1,24.92811
246,sailor's choice,4,0,1,17.94324
246,scorpionfish sp.,5,0,1,24.92811
246,slippery dick,2,0,15,7.528017
246,slippery dick,3,0,1,12.9106
246,spotted goatfish,4,0,2,17.94324
246,stoplight parrotfish,6,0,1,47.85287
246,striped parrotfish,2,0,1,7.528017
246,tomtate,1,0,40,3.634207
246,trumpetfish,6,0,1,47.85287
246,white grunt,4,0,3,17.94324
246,white grunt,5,0,11,24.92811
247,bicolor damselfish,1,2,4,3.634207
247,ocean surgeonfish,4,2,0,17.94324
247,blue tang,3,2,0,12.9106
247,bluehead wrasse,1,1,2,3.634207
247,porkfish,1,2,9,3.634207
247,red grouper,6,3,2,47.85287
247,doctorfish,3,3,3,12.9106
247,blue parrotfish,4,4,0,17.94324
247,beaugregory,1,1,11,3.634207
247,masked goby,1,4,0,3.634207
247,hogfish,4,1,0,17.94324
247,sergeant major,1,1,0,3.634207
247,striped parrotfish,1,1,9,3.634207
247,white grunt,3,1.02,0,12.9106
247,hogfish,5,5,2,24.92811
247,sergeant major,2,5,2,7.528017
247,striped parrotfish,2,7,0,7.528017
247,white grunt,4,24.479999999999997,126,17.94324
247,gray snapper,5,1,2,24.92811
247,rainbow parrotfish,6,1,1,47.85287
247,bluestriped grunt,4,1,0,17.94324
247,french angelfish,3,1,0,12.9106
247,longfin damselfish,2,1,0,7.528017
247,beaugregory,2,3,7,7.528017
247,white grunt,5,76.49999999999999,34,24.92811
247,bluehead wrasse,2,1,0,7.528017
247,black grouper,5,0,1,24.92811
247,blackbar soldierfish,3,0,1,12.9106
247,blue parrotfish,5,0,5,24.92811
247,blue parrotfish,6,0,2,47.85287
247,bridled goby,1,0,11,3.634207
247,colon goby,1,0,2,3.634207
247,french grunt,2,0,4,7.528017
247,goldspot goby,1,0,4,3.634207
247,goldspot goby,2,0,3,7.528017
247,gray triggerfish,4,0,1,17.94324
247,gray triggerfish,5,0,3,24.92811
247,gray triggerfish,6,0,1,47.85287
247,green moray,6,0,1,47.85287
247,hogfish,3,0,1,12.9106
247,hogfish,6,0,1,47.85287
247,neon goby,1,0,5,3.634207
247,ocean surgeonfish,3,0,2,12.9106
247,orangespotted goby,2,0,1,7.528017
247,queen angelfish,1,0,2,3.634207
247,red grouper,5,0,2,24.92811
247,redband parrotfish,1,0,4,3.634207
247,roughhead blenny,1,0,2,3.634207
247,roughhead blenny,2,0,1,7.528017
247,sharpnose puffer,1,0,1,3.634207
247,sharptail eel,6,0,1,47.85287
247,tiger goby,1,0,1,3.634207
247,tomtate,1,0,33,3.634207
247,tomtate,2,0,1,7.528017
247,yellow jack,6,0,8,47.85287
248,blue tang,1,1,0,3.634207
248,yellowtail snapper,2,1,0,7.528017
248,clown wrasse,2,3,0,7.528017
248,sergeant major,1,3,5,3.634207
248,beaugregory,1,3,15,3.634207
248,doctorfish,3,3,1,12.9106
248,lane snapper,2,11.25,9,7.528017
248,white grunt,1,1,15,3.634207
248,striped parrotfish,1,9,120,3.634207
248,hogfish,4,1,5,17.94324
248,french grunt,2,11,16,7.528017
248,bluestriped grunt,2,1,0,7.528017
248,gray angelfish,1,1,0,3.634207
248,gray snapper,3,1,0,12.9106
248,tomtate,1,1.5,90,3.634207
248,white grunt,2,21.5,64,7.528017
248,hogfish,5,4,2,24.92811
248,bluestriped grunt,3,2.25,2,12.9106
248,gray angelfish,2,0.25,0,7.528017
248,gray snapper,4,0.5,0,17.94324
248,tomtate,2,147,80,7.528017
248,saucereye porgy,4,1,0,17.94324
248,blue hamlet,2,1,0,7.528017
248,bluehead wrasse,2,1,2,7.528017
248,foureye butterflyfish,1,1,1,3.634207
248,rock hind,2,1,0,7.528017
248,goldspot goby,2,1,3,7.528017
248,neon goby,1,1,3,3.634207
248,red grouper,6,1,0,47.85287
248,white grunt,3,45,19,12.9106
248,bluestriped grunt,4,6.5,12,17.94324
248,gray angelfish,3,2.5,2,12.9106
248,gray snapper,5,4.5,1,24.92811
248,lane snapper,3,3.75,17,12.9106
248,white grunt,4,21.5,36,17.94324
248,striped parrotfish,2,3,1,7.528017
248,bluestriped grunt,5,3.25,2,24.92811
248,gray angelfish,4,0.25,0,17.94324
248,blue tang,4,1,0,17.94324
248,yellowtail snapper,4,1,0,17.94324
248,sergeant major,2,1,2,7.528017
248,beaugregory,2,1,5,7.528017
248,doctorfish,4,1,2,17.94324
248,white grunt,5,1,2,24.92811
248,gray angelfish,5,1,0,24.92811
248,tomtate,3,1.5,0,12.9106
248,bicolor damselfish,1,0,1,3.634207
248,blue angelfish,4,0,1,17.94324
248,blue parrotfish,5,0,1,24.92811
248,bluehead wrasse,1,0,2,3.634207
248,bluehead wrasse,6,0,1,47.85287
248,bluelip parrotfish,1,0,1,3.634207
248,bridled goby,1,0,34,3.634207
248,bridled goby,2,0,1,7.528017
248,colon goby,1,0,1,3.634207
248,dusky damselfish,1,0,1,3.634207
248,french angelfish,4,0,1,17.94324
248,french grunt,3,0,2,12.9106
248,goldspot goby,1,0,6,3.634207
248,gray snapper,6,0,2,47.85287
248,hogfish,3,0,1,12.9106
248,hogfish,6,0,1,47.85287
248,lane snapper,4,0,2,17.94324
248,lionfish,2,0,1,7.528017
248,masked goby,1,0,2,3.634207
248,neon goby,2,0,2,7.528017
248,porkfish,1,0,67,3.634207
248,purplemouth moray,6,0,3,47.85287
248,queen angelfish,1,0,2,3.634207
248,redband parrotfish,1,0,10,3.634207
248,redband parrotfish,2,0,2,7.528017
248,redband parrotfish,4,0,2,17.94324
248,rosy blenny,1,0,5,3.634207
248,rosy blenny,2,0,1,7.528017
248,roughhead blenny,1,0,2,3.634207
248,sand diver,5,0,1,24.92811
248,slippery dick,2,0,16,7.528017
248,spotted moray,6,0,3,47.85287
248,stoplight parrotfish,1,0,7,3.634207
248,stoplight parrotfish,2,0,1,7.528017
248,threespot damselfish,1,0,2,3.634207
248,yellowtail snapper,3,0,1,12.9106
249,blue tang,2,1,0,7.528017
249,bluehead wrasse,2,2,9,7.528017
249,beaugregory,1,1,10,3.634207
249,stoplight parrotfish,2,2,2,7.528017
249,yellow jack,5,2,0,24.92811
249,gray angelfish,2,1,0,7.528017
249,doctorfish,3,1,0,12.9106
249,hogfish,4,1,2,17.94324
249,gray snapper,2,1,0,7.528017
249,lane snapper,2,13,27,7.528017
249,atlantic spadefish,5,12,0,24.92811
249,bluestriped grunt,2,1,0,7.528017
249,yellowtail snapper,2,1,0,7.528017
249,white grunt,2,1,4,7.528017
249,striped parrotfish,1,1.25,58,3.634207
249,redband parrotfish,2,2,1,7.528017
249,tomtate,2,75,388,7.528017
249,gray snapper,3,2.25,3,12.9106
249,bluestriped grunt,3,2.5,0,12.9106
249,yellowtail snapper,3,0.5,0,12.9106
249,white grunt,3,21,8,12.9106
249,yellowhead wrasse,2,1,0,7.528017
249,slippery dick,2,1,2,7.528017
249,gray angelfish,3,1,0,12.9106
249,doctorfish,4,2,0,17.94324
249,hogfish,5,3,3,24.92811
249,gray snapper,4,6.5,20,17.94324
249,bluestriped grunt,4,9.5,23,17.94324
249,yellowtail snapper,4,3,0,17.94324
249,striped parrotfish,2,3.75,24,7.528017
249,redband parrotfish,3,4,0,12.9106
249,tomtate,3,225,25,12.9106
249,gray snapper,5,3.25,6,24.92811
249,yellowtail snapper,5,1.5,0,24.92811
249,redband parrotfish,4,2,1,17.94324
249,blue tang,3,1,0,12.9106
249,beaugregory,2,1,9,7.528017
249,gray angelfish,4,1,0,17.94324
249,lane snapper,3,1,5,12.9106
249,bluestriped grunt,5,1,5,24.92811
249,white grunt,4,1,151,17.94324
249,atlantic spadefish,4,0,12,17.94324
249,bicolor damselfish,1,0,2,3.634207
249,black grouper,4,0,2,17.94324
249,blue angelfish,4,0,1,17.94324
249,blue parrotfish,4,0,1,17.94324
249,blue tang,4,0,2,17.94324
249,blue tang,5,0,1,24.92811
249,bluehead wrasse,1,0,4,3.634207
249,bridled goby,1,0,89,3.634207
249,bridled goby,2,0,12,7.528017
249,butter hamlet,2,0,2,7.528017
249,cero,5,0,1,24.92811
249,colon goby,1,0,5,3.634207
249,colon goby,2,0,2,7.528017
249,doctorfish,5,0,1,24.92811
249,foureye butterflyfish,1,0,1,3.634207
249,goldspot goby,1,0,4,3.634207
249,goldspot goby,2,0,5,7.528017
249,hogfish,6,0,1,47.85287
249,lionfish,2,0,2,7.528017
249,masked goby,1,0,30,3.634207
249,neon goby,1,0,1,3.634207
249,ocean surgeonfish,2,0,1,7.528017
249,porkfish,1,0,16,3.634207
249,porkfish,4,0,1,17.94324
249,porkfish,5,0,1,24.92811
249,redband parrotfish,1,0,2,3.634207
249,redband parrotfish,5,0,1,24.92811
249,redtail parrotfish,4,0,1,17.94324
249,roughhead blenny,1,0,6,3.634207
249,sergeant major,1,0,1,3.634207
249,sharpnose puffer,1,0,2,3.634207
249,slippery dick,3,0,2,12.9106
249,slippery dick,4,0,1,17.94324
249,stoplight parrotfish,1,0,4,3.634207
249,striped parrotfish,4,0,1,17.94324
249,striped parrotfish,6,0,1,47.85287
249,threespot damselfish,1,0,1,3.634207
249,tomtate,1,0,60,3.634207
249,white grunt,1,0,12,3.634207
249,white grunt,5,0,31,24.92811
249,white grunt,6,0,1,47.85287
250,masked goby,1,2,1,3.634207
250,porkfish,3,1,1,12.9106
250,beaugregory,1,1,2,3.634207
250,bar jack,6,2,0,47.85287
250,bluehead wrasse,2,3,1,7.528017
250,bluestriped grunt,3,1,2,12.9106
250,atlantic spadefish,5,3,2,24.92811
250,yellowtail snapper,1,1,0,3.634207
250,hogfish,4,1,1,17.94324
250,white grunt,1,1,1,3.634207
250,french grunt,1,1,27,3.634207
250,lane snapper,2,1,117,7.528017
250,striped parrotfish,1,4.5,31,3.634207
250,tomtate,1,125,84,3.634207
250,silverside,1,250,0,3.634207
250,yellowtail snapper,2,3.5,1,7.528017
250,hogfish,5,4,3,24.92811
250,white grunt,2,17.75,434,7.528017
250,french grunt,2,58,83,7.528017
250,lane snapper,3,12,13,12.9106
250,gag grouper,6,1,0,47.85287
250,cottonwick,2,1,0,7.528017
250,dusky damselfish,2,1,0,7.528017
250,blue tang,3,1,0,12.9106
250,florida barred hamlet,2,1,0,7.528017
250,neon goby,1,1,0,3.634207
250,bluestriped grunt,5,3,0,24.92811
250,yellowtail snapper,3,12.5,0,12.9106
250,white grunt,3,37.5,6,12.9106
250,tomtate,2,375,381,7.528017
250,white grunt,4,17.75,9,17.94324
250,striped parrotfish,2,1.5,2,7.528017
250,porkfish,5,1,0,24.92811
250,beaugregory,2,1,3,7.528017
250,atlantic spadefish,6,1,0,47.85287
250,yellowtail snapper,4,1,1,17.94324
250,white grunt,5,1,6,24.92811
250,french grunt,3,1,0,12.9106
250,atlantic spadefish,4,0,1,17.94324
250,bar jack,5,0,2,24.92811
250,beaugregory,6,0,1,47.85287
250,black grouper,6,0,1,47.85287
250,bluestriped grunt,2,0,8,7.528017
250,bluestriped grunt,4,0,1,17.94324
